Source,Target,Type,Id,Label,timeset,Weight
n1455,n1441,Undirected,e3729,,,2
n1455,n189,Undirected,e3730,,,1
n1455,n782,Undirected,e3731,,,1
n1455,n1277,Undirected,e3732,,,1
n1455,n211,Undirected,e3733,,,1
n1455,n981,Undirected,e3734,,,1
n1455,n65,Undirected,e3735,,,1
n1455,n1231,Undirected,e3736,,,1
n1455,n1183,Undirected,e3737,,,1
n1455,n1334,Undirected,e3738,,,1
n1455,n1284,Undirected,e3739,,,1
n1455,n14,Undirected,e3740,,,1
n1455,n914,Undirected,e3741,,,1
n1455,n1188,Undirected,e3742,,,1
n1455,n637,Undirected,e3743,,,1
n1455,n1246,Undirected,e3744,,,1
n1455,n1262,Undirected,e3745,,,1
n1455,n1030,Undirected,e3746,,,1
n1455,n105,Undirected,e3747,,,1
n1455,n1176,Undirected,e3748,,,1
n1455,n1137,Undirected,e3749,,,1
n1455,n854,Undirected,e3750,,,1
n1455,n577,Undirected,e3751,,,1
n1455,n1343,Undirected,e3752,,,1
n1455,n160,Undirected,e3753,,,1
n1455,n1303,Undirected,e3754,,,1
n1455,n1213,Undirected,e3755,,,1
n1455,n1324,Undirected,e3756,,,1
n1455,n1101,Undirected,e3757,,,1
n1455,n1274,Undirected,e3758,,,1
n1455,n1029,Undirected,e3759,,,1
n1455,n261,Undirected,e3760,,,1
n1455,n772,Undirected,e3761,,,1
n1455,n1407,Undirected,e3762,,,1
n1455,n998,Undirected,e3763,,,1
n1454,n134,Undirected,e3764,,,1
n1454,n202,Undirected,e3765,,,1
n1454,n199,Undirected,e3766,,,1
n1454,n381,Undirected,e3768,,,1
n1454,n374,Undirected,e3769,,,1
n1454,n96,Undirected,e3770,,,1
n1454,n346,Undirected,e3771,,,1
n1454,n177,Undirected,e3772,,,1
n1454,n356,Undirected,e3773,,,1
n1454,n157,Undirected,e3774,,,1
n1454,n16,Undirected,e3775,,,1
n1454,n95,Undirected,e3776,,,1
n1454,n122,Undirected,e3777,,,1
n1454,n757,Undirected,e3778,,,1
n1454,n156,Undirected,e3779,,,1
n1454,n397,Undirected,e3780,,,1
n1454,n2,Undirected,e3781,,,1
n1454,n103,Undirected,e3782,,,1
n1454,n1128,Undirected,e3783,,,1
n1454,n327,Undirected,e3784,,,1
n1454,n870,Undirected,e3785,,,1
n1454,n401,Undirected,e3787,,,1
n1454,n360,Undirected,e3788,,,1
n1454,n340,Undirected,e3789,,,1
n1451,n434,Undirected,e3790,,,1
n1451,n110,Undirected,e3791,,,1
n1451,n289,Undirected,e3792,,,1
n1451,n960,Undirected,e3793,,,1
n1451,n271,Undirected,e3794,,,1
n1451,n684,Undirected,e3795,,,1
n1451,n210,Undirected,e3796,,,1
n1451,n0,Undirected,e3797,,,1
n1451,n84,Undirected,e3798,,,1
n1451,n339,Undirected,e3799,,,1
n1451,n250,Undirected,e3800,,,1
n1451,n225,Undirected,e3801,,,1
n1451,n234,Undirected,e3802,,,1
n1451,n814,Undirected,e3803,,,1
n1451,n1412,Undirected,e3804,,,1
n1451,n747,Undirected,e3805,,,1
n1451,n238,Undirected,e3806,,,1
n1451,n198,Undirected,e3807,,,1
n1451,n1031,Undirected,e3808,,,1
n1451,n19,Undirected,e3809,,,1
n1451,n440,Undirected,e3810,,,1
n1451,n264,Undirected,e3811,,,1
n1451,n1295,Undirected,e3812,,,1
n1451,n266,Undirected,e3813,,,1
n1451,n1405,Undirected,e3814,,,1
n1451,n1103,Undirected,e3815,,,1
n1451,n811,Undirected,e3816,,,1
n1451,n1389,Undirected,e3817,,,1
n1451,n1071,Undirected,e3818,,,1
n1451,n309,Undirected,e3819,,,1
n1451,n60,Undirected,e3820,,,1
n1451,n501,Undirected,e3821,,,1
n1451,n353,Undirected,e3822,,,1
n1451,n476,Undirected,e3823,,,1
n1451,n1097,Undirected,e3824,,,1
n1451,n1098,Undirected,e3825,,,1
n1451,n1126,Undirected,e3826,,,1
n1451,n611,Undirected,e3827,,,1
n1451,n481,Undirected,e3828,,,1
n1451,n1130,Undirected,e3829,,,1
n1451,n510,Undirected,e3830,,,1
n1451,n1155,Undirected,e3831,,,1
n1451,n674,Undirected,e3832,,,1
n1451,n222,Undirected,e3834,,,1
n1451,n11,Undirected,e3835,,,1
n1451,n160,Undirected,e3836,,,1
n1451,n1213,Undirected,e3837,,,1
n1451,n947,Undirected,e3838,,,1
n1450,n1007,Undirected,e3839,,,1
n1450,n1386,Undirected,e3840,,,1
n1450,n984,Undirected,e3841,,,1
n1450,n1331,Undirected,e3842,,,1
n1450,n255,Undirected,e3843,,,1
n1450,n44,Undirected,e3844,,,1
n1450,n1206,Undirected,e3846,,,2
n1450,n278,Undirected,e3847,,,1
n1450,n606,Undirected,e3848,,,1
n1450,n949,Undirected,e3849,,,1
n1450,n1251,Undirected,e3850,,,1
n1450,n1090,Undirected,e3851,,,1
n1450,n495,Undirected,e3852,,,1
n1450,n81,Undirected,e3853,,,1
n1450,n909,Undirected,e3854,,,1
n1450,n30,Undirected,e3855,,,1
n1450,n938,Undirected,e3856,,,1
n1450,n1379,Undirected,e3857,,,1
n1450,n63,Undirected,e3858,,,1
n1450,n755,Undirected,e3859,,,1
n1450,n1318,Undirected,e3860,,,1
n1450,n743,Undirected,e3861,,,1
n1450,n217,Undirected,e3862,,,1
n1450,n305,Undirected,e3863,,,1
n1450,n1360,Undirected,e3864,,,1
n1450,n1445,Undirected,e3865,,,2
n1450,n795,Undirected,e3866,,,1
n1450,n1073,Undirected,e3867,,,1
n1450,n1220,Undirected,e3868,,,1
n1450,n26,Undirected,e3869,,,1
n1450,n385,Undirected,e3870,,,1
n1450,n1166,Undirected,e3871,,,1
n1450,n1266,Undirected,e3872,,,1
n1450,n66,Undirected,e3873,,,1
n1450,n1280,Undirected,e3874,,,1
n1450,n158,Undirected,e3875,,,1
n1450,n1366,Undirected,e3876,,,1
n1450,n214,Undirected,e3877,,,1
n1450,n649,Undirected,e3878,,,1
n1450,n968,Undirected,e3880,,,1
n1450,n1252,Undirected,e3881,,,1
n1450,n1316,Undirected,e3882,,,1
n1450,n1069,Undirected,e3883,,,1
n1450,n644,Undirected,e3884,,,1
n1450,n1443,Undirected,e3886,,,2
n1450,n1418,Undirected,e3887,,,2
n1450,n1279,Undirected,e3888,,,1
n1450,n1350,Undirected,e3889,,,1
n1450,n1419,Undirected,e3890,,,2
n1450,n1319,Undirected,e3891,,,1
n1450,n822,Undirected,e3892,,,1
n1450,n602,Undirected,e3893,,,1
n1450,n238,Undirected,e3894,,,1
n1450,n1363,Undirected,e3895,,,1
n1450,n508,Undirected,e3896,,,1
n1450,n1169,Undirected,e3897,,,1
n1450,n1344,Undirected,e3898,,,1
n1450,n1221,Undirected,e3899,,,1
n1450,n865,Undirected,e3900,,,1
n1450,n877,Undirected,e3901,,,1
n1450,n957,Undirected,e3902,,,1
n1450,n25,Undirected,e3903,,,1
n1450,n1186,Undirected,e3904,,,1
n1450,n7,Undirected,e3905,,,1
n1450,n151,Undirected,e3906,,,1
n1450,n124,Undirected,e3907,,,1
n1450,n128,Undirected,e3909,,,1
n1450,n1187,Undirected,e3910,,,1
n1450,n1254,Undirected,e3911,,,1
n1450,n1067,Undirected,e3912,,,1
n1450,n493,Undirected,e3913,,,1
n1450,n1396,Undirected,e3914,,,1
n1450,n586,Undirected,e3915,,,1
n1450,n1195,Undirected,e3916,,,1
n1450,n1310,Undirected,e3917,,,1
n1450,n1232,Undirected,e3918,,,1
n1450,n1427,Undirected,e3919,,,2
n1450,n6,Undirected,e3920,,,1
n1450,n897,Undirected,e3921,,,1
n1450,n171,Undirected,e3922,,,1
n1450,n667,Undirected,e3923,,,1
n1450,n1250,Undirected,e3924,,,1
n1450,n1398,Undirected,e3925,,,1
n1450,n585,Undirected,e3926,,,1
n1450,n1140,Undirected,e3927,,,1
n1450,n1070,Undirected,e3928,,,1
n1450,n498,Undirected,e3929,,,1
n1450,n1112,Undirected,e3930,,,1
n1450,n1296,Undirected,e3931,,,1
n1450,n1147,Undirected,e3932,,,1
n1450,n1339,Undirected,e3933,,,1
n1450,n1259,Undirected,e3934,,,1
n1450,n719,Undirected,e3935,,,1
n1450,n89,Undirected,e3936,,,1
n1450,n1123,Undirected,e3937,,,1
n1450,n1300,Undirected,e3938,,,1
n1450,n200,Undirected,e3939,,,1
n1450,n1078,Undirected,e3940,,,1
n1450,n836,Undirected,e3941,,,1
n1450,n1199,Undirected,e3942,,,2
n1450,n1268,Undirected,e3943,,,1
n1450,n996,Undirected,e3944,,,1
n1450,n1056,Undirected,e3945,,,1
n1450,n965,Undirected,e3946,,,1
n1450,n1234,Undirected,e3947,,,1
n1450,n754,Undirected,e3948,,,1
n1450,n1218,Undirected,e3949,,,1
n1450,n1278,Undirected,e3950,,,1
n1450,n770,Undirected,e3951,,,1
n1450,n1095,Undirected,e3952,,,1
n1450,n1192,Undirected,e3953,,,1
n1450,n717,Undirected,e3954,,,1
n1450,n244,Undirected,e3955,,,1
n1450,n28,Undirected,e3956,,,1
n1450,n1345,Undirected,e3957,,,1
n1450,n1219,Undirected,e3958,,,1
n1450,n861,Undirected,e3959,,,1
n1450,n987,Undirected,e3960,,,1
n1450,n23,Undirected,e3961,,,1
n1450,n611,Undirected,e3962,,,1
n1450,n1299,Undirected,e3963,,,1
n1450,n1230,Undirected,e3964,,,1
n1450,n622,Undirected,e3965,,,1
n1450,n1387,Undirected,e3966,,,1
n1450,n148,Undirected,e3967,,,1
n1450,n601,Undirected,e3968,,,1
n1450,n67,Undirected,e3969,,,1
n1450,n1086,Undirected,e3970,,,1
n1450,n1307,Undirected,e3971,,,1
n1450,n396,Undirected,e3972,,,1
n1450,n1255,Undirected,e3973,,,1
n1450,n680,Undirected,e3974,,,1
n1450,n1173,Undirected,e3975,,,1
n1450,n819,Undirected,e3976,,,1
n1450,n1277,Undirected,e3977,,,1
n1450,n211,Undirected,e3978,,,1
n1450,n981,Undirected,e3979,,,1
n1450,n73,Undirected,e3980,,,1
n1450,n1231,Undirected,e3981,,,1
n1450,n1334,Undirected,e3982,,,1
n1450,n1284,Undirected,e3983,,,1
n1450,n1188,Undirected,e3984,,,1
n1450,n637,Undirected,e3985,,,1
n1450,n1262,Undirected,e3986,,,1
n1450,n105,Undirected,e3987,,,1
n1450,n797,Undirected,e3988,,,1
n1450,n1177,Undirected,e3989,,,1
n1450,n1197,Undirected,e3990,,,1
n1450,n1261,Undirected,e3991,,,1
n1450,n926,Undirected,e3992,,,1
n1450,n1343,Undirected,e3993,,,1
n1450,n254,Undirected,e3994,,,1
n1450,n160,Undirected,e3996,,,1
n1450,n1198,Undirected,e3997,,,1
n1450,n1003,Undirected,e3998,,,1
n1450,n541,Undirected,e3999,,,1
n1450,n1019,Undirected,e4000,,,1
n1450,n912,Undirected,e4001,,,1
n1450,n1270,Undirected,e4002,,,1
n1450,n261,Undirected,e4003,,,1
n1450,n1407,Undirected,e4004,,,1
n1450,n1209,Undirected,e4005,,,2
n1449,n29,Undirected,e4006,,,1
n1449,n426,Undirected,e4007,,,1
n1449,n46,Undirected,e4009,,,1
n1449,n148,Undirected,e4010,,,1
n1449,n488,Undirected,e4011,,,1
n1448,n1386,Undirected,e4012,,,1
n1448,n1172,Undirected,e4013,,,1
n1448,n505,Undirected,e4014,,,1
n1448,n467,Undirected,e4015,,,1
n1448,n1331,Undirected,e4016,,,1
n1448,n255,Undirected,e4017,,,1
n1448,n1245,Undirected,e4018,,,1
n1448,n351,Undirected,e4019,,,1
n1448,n1322,Undirected,e4020,,,1
n1448,n1206,Undirected,e4022,,,2
n1448,n326,Undirected,e4023,,,1
n1448,n1148,Undirected,e4024,,,1
n1448,n1403,Undirected,e4025,,,1
n1448,n1420,Undirected,e4026,,,2
n1448,n1251,Undirected,e4027,,,1
n1448,n536,Undirected,e4028,,,1
n1448,n1291,Undirected,e4029,,,1
n1448,n1346,Undirected,e4030,,,1
n1448,n1090,Undirected,e4031,,,1
n1448,n10,Undirected,e4032,,,1
n1448,n210,Undirected,e4033,,,1
n1448,n571,Undirected,e4034,,,1
n1448,n1242,Undirected,e4035,,,1
n1448,n1447,Undirected,e4036,,,2
n1448,n1066,Undirected,e4037,,,1
n1448,n176,Undirected,e4038,,,1
n1448,n84,Undirected,e4039,,,1
n1448,n81,Undirected,e4040,,,1
n1448,n399,Undirected,e4041,,,1
n1448,n909,Undirected,e4042,,,1
n1448,n30,Undirected,e4043,,,1
n1448,n405,Undirected,e4044,,,1
n1448,n755,Undirected,e4045,,,1
n1448,n1318,Undirected,e4046,,,1
n1448,n217,Undirected,e4047,,,1
n1448,n339,Undirected,e4048,,,1
n1448,n285,Undirected,e4049,,,1
n1448,n305,Undirected,e4050,,,1
n1448,n1360,Undirected,e4051,,,1
n1448,n1445,Undirected,e4052,,,2
n1448,n4,Undirected,e4053,,,1
n1448,n147,Undirected,e4054,,,1
n1448,n1073,Undirected,e4055,,,1
n1448,n1358,Undirected,e4056,,,1
n1448,n609,Undirected,e4057,,,1
n1448,n1258,Undirected,e4058,,,1
n1448,n26,Undirected,e4059,,,1
n1448,n1266,Undirected,e4060,,,1
n1448,n1024,Undirected,e4061,,,1
n1448,n66,Undirected,e4062,,,1
n1448,n357,Undirected,e4063,,,1
n1448,n574,Undirected,e4064,,,1
n1448,n58,Undirected,e4065,,,1
n1448,n649,Undirected,e4066,,,1
n1448,n968,Undirected,e4068,,,1
n1448,n1252,Undirected,e4069,,,1
n1448,n1316,Undirected,e4071,,,1
n1448,n1069,Undirected,e4072,,,1
n1448,n644,Undirected,e4073,,,1
n1448,n341,Undirected,e4075,,,1
n1448,n1421,Undirected,e4076,,,2
n1448,n1443,Undirected,e4077,,,2
n1448,n1279,Undirected,e4078,,,1
n1448,n1350,Undirected,e4079,,,1
n1448,n1419,Undirected,e4080,,,2
n1448,n1342,Undirected,e4081,,,1
n1448,n614,Undirected,e4082,,,1
n1448,n741,Undirected,e4084,,,1
n1448,n623,Undirected,e4085,,,1
n1448,n1273,Undirected,e4086,,,1
n1448,n1319,Undirected,e4087,,,1
n1448,n355,Undirected,e4088,,,1
n1448,n174,Undirected,e4089,,,1
n1448,n42,Undirected,e4090,,,1
n1448,n238,Undirected,e4091,,,1
n1448,n508,Undirected,e4092,,,1
n1448,n1363,Undirected,e4093,,,1
n1448,n1169,Undirected,e4094,,,1
n1448,n975,Undirected,e4095,,,1
n1448,n542,Undirected,e4096,,,1
n1448,n1344,Undirected,e4097,,,1
n1448,n1221,Undirected,e4098,,,1
n1448,n1229,Undirected,e4099,,,1
n1448,n573,Undirected,e4100,,,1
n1448,n1328,Undirected,e4101,,,1
n1448,n1436,Undirected,e4102,,,2
n1448,n1429,Undirected,e4103,,,2
n1448,n957,Undirected,e4104,,,1
n1448,n25,Undirected,e4105,,,1
n1448,n1164,Undirected,e4106,,,1
n1448,n809,Undirected,e4107,,,1
n1448,n7,Undirected,e4108,,,1
n1448,n1238,Undirected,e4109,,,1
n1448,n151,Undirected,e4110,,,1
n1448,n1233,Undirected,e4111,,,1
n1448,n124,Undirected,e4112,,,1
n1448,n154,Undirected,e4113,,,1
n1448,n128,Undirected,e4114,,,1
n1448,n850,Undirected,e4115,,,1
n1448,n1187,Undirected,e4116,,,1
n1448,n1067,Undirected,e4117,,,1
n1448,n275,Undirected,e4119,,,1
n1448,n193,Undirected,e4120,,,1
n1448,n1064,Undirected,e4121,,,1
n1448,n362,Undirected,e4122,,,1
n1448,n20,Undirected,e4123,,,1
n1448,n1195,Undirected,e4124,,,1
n1448,n886,Undirected,e4125,,,1
n1448,n1203,Undirected,e4126,,,2
n1448,n1310,Undirected,e4128,,,1
n1448,n1156,Undirected,e4129,,,1
n1448,n6,Undirected,e4130,,,1
n1448,n897,Undirected,e4131,,,1
n1448,n555,Undirected,e4132,,,1
n1448,n171,Undirected,e4133,,,1
n1448,n1250,Undirected,e4134,,,1
n1448,n1140,Undirected,e4135,,,1
n1448,n1151,Undirected,e4136,,,1
n1448,n1070,Undirected,e4137,,,1
n1448,n338,Undirected,e4138,,,1
n1448,n498,Undirected,e4141,,,1
n1448,n1296,Undirected,e4142,,,1
n1448,n627,Undirected,e4143,,,1
n1448,n1147,Undirected,e4144,,,1
n1448,n1339,Undirected,e4145,,,1
n1448,n89,Undirected,e4146,,,1
n1448,n1123,Undirected,e4147,,,1
n1448,n1300,Undirected,e4148,,,1
n1448,n200,Undirected,e4149,,,1
n1448,n1384,Undirected,e4150,,,1
n1448,n16,Undirected,e4152,,,1
n1448,n102,Undirected,e4153,,,1
n1448,n1181,Undirected,e4154,,,1
n1448,n1444,Undirected,e4155,,,2
n1448,n1260,Undirected,e4156,,,1
n1448,n1428,Undirected,e4157,,,2
n1448,n3,Undirected,e4158,,,1
n1448,n1118,Undirected,e4159,,,1
n1448,n596,Undirected,e4160,,,1
n1448,n60,Undirected,e4161,,,1
n1448,n1337,Undirected,e4162,,,1
n1448,n321,Undirected,e4163,,,1
n1448,n1056,Undirected,e4164,,,1
n1448,n284,Undirected,e4165,,,1
n1448,n412,Undirected,e4166,,,1
n1448,n965,Undirected,e4167,,,1
n1448,n1329,Undirected,e4168,,,1
n1448,n353,Undirected,e4169,,,1
n1448,n1234,Undirected,e4170,,,1
n1448,n159,Undirected,e4171,,,1
n1448,n1278,Undirected,e4172,,,1
n1448,n83,Undirected,e4173,,,1
n1448,n1192,Undirected,e4174,,,1
n1448,n760,Undirected,e4175,,,1
n1448,n717,Undirected,e4176,,,1
n1448,n858,Undirected,e4177,,,1
n1448,n28,Undirected,e4178,,,1
n1448,n1345,Undirected,e4179,,,1
n1448,n1219,Undirected,e4180,,,1
n1448,n987,Undirected,e4181,,,1
n1448,n111,Undirected,e4182,,,1
n1448,n23,Undirected,e4183,,,1
n1448,n410,Undirected,e4184,,,1
n1448,n1430,Undirected,e4185,,,2
n1448,n611,Undirected,e4186,,,1
n1448,n1299,Undirected,e4187,,,1
n1448,n1230,Undirected,e4188,,,1
n1448,n499,Undirected,e4189,,,1
n1448,n1142,Undirected,e4190,,,1
n1448,n330,Undirected,e4191,,,1
n1448,n1387,Undirected,e4192,,,1
n1448,n1119,Undirected,e4193,,,1
n1448,n759,Undirected,e4194,,,1
n1448,n1382,Undirected,e4195,,,1
n1448,n148,Undirected,e4196,,,1
n1448,n1256,Undirected,e4197,,,1
n1448,n67,Undirected,e4198,,,1
n1448,n1406,Undirected,e4200,,,1
n1448,n430,Undirected,e4201,,,1
n1448,n365,Undirected,e4202,,,1
n1448,n1139,Undirected,e4203,,,1
n1448,n297,Undirected,e4204,,,1
n1448,n1307,Undirected,e4205,,,1
n1448,n163,Undirected,e4206,,,1
n1448,n396,Undirected,e4207,,,1
n1448,n1433,Undirected,e4208,,,2
n1448,n359,Undirected,e4209,,,1
n1448,n782,Undirected,e4210,,,1
n1448,n106,Undirected,e4211,,,1
n1448,n1277,Undirected,e4212,,,1
n1448,n211,Undirected,e4213,,,1
n1448,n981,Undirected,e4214,,,1
n1448,n65,Undirected,e4215,,,1
n1448,n73,Undirected,e4216,,,1
n1448,n1183,Undirected,e4217,,,1
n1448,n1334,Undirected,e4218,,,1
n1448,n1284,Undirected,e4219,,,1
n1448,n914,Undirected,e4220,,,1
n1448,n12,Undirected,e4221,,,1
n1448,n162,Undirected,e4222,,,1
n1448,n637,Undirected,e4223,,,1
n1448,n1246,Undirected,e4224,,,1
n1448,n1262,Undirected,e4225,,,1
n1448,n797,Undirected,e4226,,,1
n1448,n1177,Undirected,e4227,,,1
n1448,n1176,Undirected,e4228,,,1
n1448,n11,Undirected,e4229,,,1
n1448,n1197,Undirected,e4230,,,1
n1448,n1175,Undirected,e4231,,,1
n1448,n926,Undirected,e4232,,,1
n1448,n666,Undirected,e4233,,,1
n1448,n1137,Undirected,e4234,,,1
n1448,n854,Undirected,e4235,,,1
n1448,n577,Undirected,e4236,,,1
n1448,n1343,Undirected,e4237,,,1
n1448,n254,Undirected,e4238,,,1
n1448,n160,Undirected,e4239,,,1
n1448,n1303,Undirected,e4240,,,1
n1448,n112,Undirected,e4241,,,1
n1448,n1376,Undirected,e4242,,,1
n1448,n1003,Undirected,e4243,,,1
n1448,n1426,Undirected,e4244,,,2
n1448,n912,Undirected,e4245,,,1
n1448,n1101,Undirected,e4246,,,1
n1448,n1274,Undirected,e4247,,,1
n1448,n1029,Undirected,e4248,,,1
n1448,n1442,Undirected,e4250,,,2
n1448,n261,Undirected,e4251,,,1
n1448,n349,Undirected,e4252,,,1
n1448,n772,Undirected,e4253,,,1
n1448,n992,Undirected,e4254,,,1
n1448,n1407,Undirected,e4255,,,1
n1448,n172,Undirected,e4256,,,1
n1447,n583,Undirected,e4258,,,1
n1447,n983,Undirected,e4259,,,1
n1447,n1245,Undirected,e4260,,,1
n1447,n351,Undirected,e4261,,,1
n1447,n1322,Undirected,e4262,,,1
n1447,n847,Undirected,e4263,,,1
n1447,n1001,Undirected,e4264,,,1
n1447,n1239,Undirected,e4265,,,1
n1447,n1050,Undirected,e4266,,,1
n1447,n210,Undirected,e4267,,,1
n1447,n844,Undirected,e4268,,,1
n1447,n903,Undirected,e4269,,,1
n1447,n84,Undirected,e4270,,,1
n1447,n1321,Undirected,e4271,,,1
n1447,n1045,Undirected,e4272,,,1
n1447,n4,Undirected,e4273,,,1
n1447,n1000,Undirected,e4274,,,1
n1447,n1024,Undirected,e4275,,,1
n1447,n1316,Undirected,e4277,,,1
n1447,n644,Undirected,e4278,,,1
n1447,n1320,Undirected,e4279,,,1
n1447,n191,Undirected,e4280,,,1
n1447,n341,Undirected,e4281,,,1
n1447,n174,Undirected,e4282,,,1
n1447,n1076,Undirected,e4283,,,1
n1447,n771,Undirected,e4285,,,1
n1447,n264,Undirected,e4286,,,1
n1447,n1325,Undirected,e4287,,,1
n1447,n20,Undirected,e4288,,,1
n1447,n1317,Undirected,e4289,,,1
n1447,n1203,Undirected,e4290,,,2
n1447,n6,Undirected,e4291,,,1
n1447,n346,Undirected,e4292,,,1
n1447,n783,Undirected,e4293,,,1
n1447,n572,Undirected,e4294,,,1
n1447,n846,Undirected,e4295,,,1
n1447,n338,Undirected,e4296,,,1
n1447,n442,Undirected,e4298,,,1
n1447,n1374,Undirected,e4299,,,1
n1447,n569,Undirected,e4300,,,1
n1447,n16,Undirected,e4301,,,1
n1447,n1437,Undirected,e4302,,,2
n1447,n694,Undirected,e4303,,,1
n1447,n35,Undirected,e4304,,,1
n1447,n1428,Undirected,e4305,,,2
n1447,n3,Undirected,e4306,,,1
n1447,n596,Undirected,e4307,,,1
n1447,n60,Undirected,e4308,,,1
n1447,n1337,Undirected,e4309,,,1
n1447,n353,Undirected,e4310,,,1
n1447,n1026,Undirected,e4311,,,1
n1447,n1373,Undirected,e4312,,,1
n1447,n1011,Undirected,e4313,,,1
n1447,n746,Undirected,e4314,,,1
n1447,n499,Undirected,e4315,,,1
n1447,n1054,Undirected,e4316,,,1
n1447,n1146,Undirected,e4317,,,1
n1447,n785,Undirected,e4318,,,1
n1447,n613,Undirected,e4319,,,1
n1447,n1130,Undirected,e4320,,,1
n1447,n365,Undirected,e4321,,,1
n1447,n529,Undirected,e4322,,,1
n1447,n833,Undirected,e4323,,,1
n1447,n106,Undirected,e4324,,,1
n1447,n13,Undirected,e4325,,,1
n1447,n1155,Undirected,e4326,,,1
n1447,n384,Undirected,e4327,,,1
n1447,n14,Undirected,e4328,,,1
n1447,n12,Undirected,e4329,,,1
n1447,n1006,Undirected,e4330,,,1
n1447,n1292,Undirected,e4331,,,1
n1447,n1196,Undirected,e4332,,,1
n1447,n1159,Undirected,e4333,,,1
n1447,n662,Undirected,e4334,,,1
n1447,n1442,Undirected,e4335,,,2
n1447,n772,Undirected,e4336,,,1
n1447,n172,Undirected,e4337,,,1
n1446,n306,Undirected,e4338,,,1
n1446,n1308,Undirected,e4339,,,1
n1446,n378,Undirected,e4340,,,1
n1446,n36,Undirected,e4341,,,1
n1446,n400,Undirected,e4342,,,1
n1446,n169,Undirected,e4343,,,1
n1446,n9,Undirected,e4344,,,1
n1445,n1416,Undirected,e4345,,,2
n1445,n1386,Undirected,e4346,,,1
n1445,n984,Undirected,e4347,,,1
n1445,n1172,Undirected,e4348,,,1
n1445,n1331,Undirected,e4349,,,1
n1445,n255,Undirected,e4350,,,1
n1445,n1245,Undirected,e4351,,,1
n1445,n44,Undirected,e4352,,,1
n1445,n1206,Undirected,e4354,,,2
n1445,n1144,Undirected,e4355,,,1
n1445,n278,Undirected,e4356,,,1
n1445,n1403,Undirected,e4357,,,1
n1445,n606,Undirected,e4358,,,1
n1445,n985,Undirected,e4359,,,1
n1445,n949,Undirected,e4360,,,1
n1445,n1420,Undirected,e4361,,,2
n1445,n1251,Undirected,e4362,,,1
n1445,n1291,Undirected,e4363,,,1
n1445,n536,Undirected,e4364,,,1
n1445,n1090,Undirected,e4365,,,1
n1445,n1242,Undirected,e4366,,,1
n1445,n844,Undirected,e4367,,,1
n1445,n0,Undirected,e4368,,,1
n1445,n1066,Undirected,e4369,,,1
n1445,n176,Undirected,e4370,,,1
n1445,n81,Undirected,e4371,,,1
n1445,n399,Undirected,e4372,,,1
n1445,n909,Undirected,e4373,,,1
n1445,n30,Undirected,e4374,,,1
n1445,n405,Undirected,e4375,,,1
n1445,n669,Undirected,e4376,,,1
n1445,n938,Undirected,e4377,,,1
n1445,n63,Undirected,e4378,,,1
n1445,n755,Undirected,e4379,,,1
n1445,n1318,Undirected,e4380,,,1
n1445,n743,Undirected,e4381,,,1
n1445,n217,Undirected,e4382,,,1
n1445,n285,Undirected,e4383,,,1
n1445,n305,Undirected,e4384,,,1
n1445,n1360,Undirected,e4385,,,1
n1445,n4,Undirected,e4386,,,1
n1445,n1073,Undirected,e4387,,,1
n1445,n1358,Undirected,e4388,,,1
n1445,n1000,Undirected,e4389,,,1
n1445,n1258,Undirected,e4390,,,1
n1445,n1440,Undirected,e4391,,,2
n1445,n26,Undirected,e4392,,,1
n1445,n1166,Undirected,e4393,,,1
n1445,n66,Undirected,e4394,,,1
n1445,n1366,Undirected,e4395,,,1
n1445,n214,Undirected,e4396,,,1
n1445,n649,Undirected,e4397,,,1
n1445,n968,Undirected,e4399,,,1
n1445,n1316,Undirected,e4401,,,1
n1445,n1069,Undirected,e4402,,,1
n1445,n644,Undirected,e4403,,,1
n1445,n1182,Undirected,e4406,,,1
n1445,n1022,Undirected,e4407,,,1
n1445,n1174,Undirected,e4408,,,1
n1445,n99,Undirected,e4409,,,1
n1445,n1443,Undirected,e4410,,,2
n1445,n1418,Undirected,e4411,,,2
n1445,n126,Undirected,e4412,,,1
n1445,n1279,Undirected,e4413,,,1
n1445,n1350,Undirected,e4414,,,1
n1445,n1248,Undirected,e4415,,,1
n1445,n1342,Undirected,e4416,,,1
n1445,n623,Undirected,e4418,,,1
n1445,n1273,Undirected,e4419,,,1
n1445,n1319,Undirected,e4420,,,1
n1445,n355,Undirected,e4421,,,1
n1445,n822,Undirected,e4422,,,1
n1445,n174,Undirected,e4423,,,1
n1445,n602,Undirected,e4424,,,1
n1445,n117,Undirected,e4425,,,1
n1445,n238,Undirected,e4426,,,1
n1445,n508,Undirected,e4427,,,1
n1445,n1363,Undirected,e4428,,,1
n1445,n975,Undirected,e4429,,,1
n1445,n542,Undirected,e4430,,,1
n1445,n1037,Undirected,e4431,,,1
n1445,n1344,Undirected,e4432,,,1
n1445,n1221,Undirected,e4433,,,1
n1445,n1229,Undirected,e4434,,,1
n1445,n1328,Undirected,e4436,,,1
n1445,n877,Undirected,e4438,,,1
n1445,n1032,Undirected,e4439,,,1
n1445,n409,Undirected,e4440,,,1
n1445,n1429,Undirected,e4441,,,2
n1445,n957,Undirected,e4442,,,1
n1445,n25,Undirected,e4443,,,1
n1445,n1164,Undirected,e4444,,,1
