Source,Target,Type,Id,Label,timeset,Weight
n1524,n262,Undirected,e0,,,1
n1524,n1052,Undirected,e1,,,1
n1524,n884,Undirected,e2,,,1
n1524,n1171,Undirected,e3,,,1
n1524,n509,Undirected,e4,,,1
n1524,n1455,Undirected,e5,,,2
n1524,n941,Undirected,e6,,,1
n1524,n1288,Undirected,e7,,,1
n1524,n1495,Undirected,e8,,,2
n1524,n906,Undirected,e9,,,1
n1523,n3,Undirected,e10,,,1
n1523,n1495,Undirected,e11,,,2
n1522,n578,Undirected,e12,,,1
n1522,n326,Undirected,e13,,,1
n1522,n1346,Undirected,e14,,,1
n1522,n1189,Undirected,e15,,,1
n1522,n1360,Undirected,e16,,,1
n1522,n341,Undirected,e17,,,1
n1522,n614,Undirected,e18,,,1
n1522,n5,Undirected,e19,,,1
n1522,n355,Undirected,e20,,,1
n1522,n117,Undirected,e21,,,1
n1522,n42,Undirected,e22,,,1
n1522,n1436,Undirected,e23,,,2
n1522,n124,Undirected,e24,,,1
n1522,n1203,Undirected,e25,,,2
n1522,n1471,Undirected,e26,,,2
n1522,n1496,Undirected,e27,,,2
n1522,n338,Undirected,e28,,,1
n1522,n375,Undirected,e29,,,1
n1522,n1491,Undirected,e30,,,2
n1522,n60,Undirected,e31,,,1
n1522,n1439,Undirected,e32,,,2
n1522,n353,Undirected,e33,,,1
n1522,n1218,Undirected,e34,,,1
n1522,n335,Undirected,e35,,,1
n1522,n359,Undirected,e36,,,1
n1522,n1128,Undirected,e37,,,1
n1522,n1323,Undirected,e38,,,1
n1522,n1347,Undirected,e39,,,1
n1522,n1426,Undirected,e40,,,2
n1522,n349,Undirected,e41,,,1
n1521,n1291,Undirected,e42,,,1
n1521,n536,Undirected,e43,,,1
n1521,n26,Undirected,e44,,,1
n1521,n1510,Undirected,e45,,,2
n1521,n542,Undirected,e46,,,1
n1521,n511,Undirected,e47,,,1
n1521,n990,Undirected,e48,,,1
n1521,n811,Undirected,e49,,,1
n1521,n1123,Undirected,e50,,,1
n1521,n1450,Undirected,e51,,,2
n1521,n1299,Undirected,e52,,,1
n1521,n67,Undirected,e53,,,1
n1521,n396,Undirected,e54,,,1
n1521,n637,Undirected,e55,,,1
n1519,n1416,Undirected,e56,,,2
n1519,n1172,Undirected,e57,,,1
n1519,n976,Undirected,e58,,,1
n1519,n1476,Undirected,e59,,,2
n1519,n1251,Undirected,e60,,,1
n1519,n1090,Undirected,e61,,,1
n1519,n81,Undirected,e62,,,1
n1519,n1189,Undirected,e63,,,1
n1519,n285,Undirected,e64,,,1
n1519,n1445,Undirected,e65,,,2
n1519,n1073,Undirected,e66,,,1
n1519,n1286,Undirected,e67,,,1
n1519,n1440,Undirected,e68,,,2
n1519,n1166,Undirected,e69,,,1
n1519,n1266,Undirected,e70,,,1
n1519,n968,Undirected,e71,,,1
n1519,n1515,Undirected,e72,,,2
n1519,n1316,Undirected,e73,,,1
n1519,n1069,Undirected,e74,,,1
n1519,n1473,Undirected,e75,,,2
n1519,n1174,Undirected,e76,,,1
n1519,n1443,Undirected,e77,,,2
n1519,n355,Undirected,e78,,,1
n1519,n174,Undirected,e79,,,1
n1519,n1169,Undirected,e80,,,1
n1519,n1328,Undirected,e81,,,1
n1519,n124,Undirected,e82,,,1
n1519,n128,Undirected,e83,,,1
n1519,n1254,Undirected,e84,,,1
n1519,n1067,Undirected,e85,,,1
n1519,n1081,Undirected,e86,,,1
n1519,n6,Undirected,e87,,,1
n1519,n1250,Undirected,e88,,,1
n1519,n1257,Undirected,e89,,,1
n1519,n1070,Undirected,e90,,,1
n1519,n1339,Undirected,e91,,,1
n1519,n89,Undirected,e92,,,1
n1519,n1428,Undirected,e93,,,2
n1519,n3,Undirected,e94,,,1
n1519,n1268,Undirected,e95,,,1
n1519,n1278,Undirected,e96,,,1
n1519,n1400,Undirected,e97,,,1
n1519,n1192,Undirected,e98,,,1
n1519,n410,Undirected,e99,,,1
n1519,n1430,Undirected,e100,,,2
n1519,n1299,Undirected,e101,,,1
n1519,n148,Undirected,e102,,,1
n1519,n1256,Undirected,e103,,,1
n1519,n1516,Undirected,e104,,,2
n1519,n1359,Undirected,e105,,,1
n1519,n1139,Undirected,e106,,,1
n1519,n396,Undirected,e107,,,1
n1519,n1243,Undirected,e108,,,1
n1519,n211,Undirected,e109,,,1
n1519,n981,Undirected,e110,,,1
n1519,n1231,Undirected,e111,,,1
n1519,n162,Undirected,e112,,,1
n1519,n1262,Undirected,e113,,,1
n1519,n926,Undirected,e114,,,1
n1519,n112,Undirected,e115,,,1
n1519,n1407,Undirected,e116,,,1
n1518,n1449,Undirected,e117,,,2
n1518,n3,Undirected,e118,,,1
n1518,n148,Undirected,e119,,,1
n1518,n488,Undirected,e120,,,1
n1517,n1386,Undirected,e121,,,1
n1517,n1510,Undirected,e122,,,2
n1517,n1216,Undirected,e123,,,1
n1517,n886,Undirected,e124,,,1
n1517,n897,Undirected,e125,,,1
n1517,n1293,Undirected,e126,,,1
n1517,n318,Undirected,e127,,,1
n1517,n189,Undirected,e128,,,1
n1517,n1246,Undirected,e129,,,1
n1517,n261,Undirected,e130,,,1
n1516,n1416,Undirected,e131,,,2
n1516,n1386,Undirected,e132,,,1
n1516,n1172,Undirected,e133,,,1
n1516,n21,Undirected,e134,,,1
n1516,n467,Undirected,e135,,,1
n1516,n1331,Undirected,e136,,,1
n1516,n255,Undirected,e137,,,1
n1516,n1245,Undirected,e138,,,1
n1516,n1476,Undirected,e139,,,2
n1516,n1206,Undirected,e140,,,2
n1516,n278,Undirected,e141,,,1
n1516,n1403,Undirected,e142,,,1
n1516,n924,Undirected,e143,,,1
n1516,n606,Undirected,e144,,,1
n1516,n949,Undirected,e145,,,1
n1516,n1420,Undirected,e146,,,2
n1516,n1251,Undirected,e147,,,1
n1516,n1291,Undirected,e148,,,1
n1516,n536,Undirected,e149,,,1
n1516,n1090,Undirected,e150,,,1
n1516,n571,Undirected,e151,,,1
n1516,n1242,Undirected,e152,,,1
n1516,n495,Undirected,e153,,,1
n1516,n1066,Undirected,e154,,,1
n1516,n176,Undirected,e155,,,1
n1516,n81,Undirected,e156,,,1
n1516,n399,Undirected,e157,,,1
n1516,n909,Undirected,e158,,,1
n1516,n30,Undirected,e159,,,1
n1516,n405,Undirected,e160,,,1
n1516,n743,Undirected,e161,,,1
n1516,n217,Undirected,e162,,,1
n1516,n285,Undirected,e163,,,1
n1516,n305,Undirected,e164,,,1
n1516,n4,Undirected,e165,,,1
n1516,n1073,Undirected,e166,,,1
n1516,n1358,Undirected,e167,,,1
n1516,n781,Undirected,e168,,,1
n1516,n1286,Undirected,e169,,,1
n1516,n1258,Undirected,e170,,,1
n1516,n1440,Undirected,e171,,,2
n1516,n26,Undirected,e172,,,1
n1516,n1166,Undirected,e173,,,1
n1516,n1266,Undirected,e174,,,1
n1516,n66,Undirected,e175,,,1
n1516,n574,Undirected,e176,,,1
n1516,n357,Undirected,e177,,,1
n1516,n58,Undirected,e178,,,1
n1516,n649,Undirected,e179,,,1
n1516,n1460,Undirected,e180,,,2
n1516,n968,Undirected,e181,,,1
n1516,n1515,Undirected,e182,,,2
n1516,n1316,Undirected,e183,,,1
n1516,n1069,Undirected,e184,,,1
n1516,n644,Undirected,e185,,,1
n1516,n1510,Undirected,e186,,,2
n1516,n1473,Undirected,e187,,,2
n1516,n1421,Undirected,e188,,,2
n1516,n1443,Undirected,e189,,,2
n1516,n126,Undirected,e190,,,1
n1516,n1279,Undirected,e191,,,1
n1516,n1419,Undirected,e192,,,2
n1516,n1248,Undirected,e193,,,1
n1516,n1508,Undirected,e194,,,2
n1516,n623,Undirected,e195,,,1
n1516,n1273,Undirected,e196,,,1
n1516,n1319,Undirected,e197,,,1
n1516,n355,Undirected,e198,,,1
n1516,n174,Undirected,e199,,,1
n1516,n238,Undirected,e200,,,1
n1516,n1363,Undirected,e201,,,1
n1516,n508,Undirected,e202,,,1
n1516,n975,Undirected,e203,,,1
n1516,n542,Undirected,e204,,,1
n1516,n120,Undirected,e205,,,1
n1516,n1221,Undirected,e206,,,1
n1516,n1229,Undirected,e207,,,1
n1516,n1328,Undirected,e208,,,1
n1516,n1429,Undirected,e209,,,2
n1516,n957,Undirected,e210,,,1
n1516,n25,Undirected,e211,,,1
n1516,n1448,Undirected,e212,,,2
n1516,n1214,Undirected,e213,,,2
n1516,n809,Undirected,e214,,,1
n1516,n584,Undirected,e215,,,1
n1516,n511,Undirected,e216,,,1
n1516,n7,Undirected,e217,,,1
n1516,n1238,Undirected,e218,,,1
n1516,n151,Undirected,e219,,,1
n1516,n1233,Undirected,e220,,,1
n1516,n124,Undirected,e221,,,1
n1516,n128,Undirected,e222,,,1
n1516,n850,Undirected,e223,,,1
n1516,n1187,Undirected,e224,,,1
n1516,n1254,Undirected,e225,,,1
n1516,n1067,Undirected,e226,,,1
n1516,n493,Undirected,e227,,,1
n1516,n1455,Undirected,e228,,,2
n1516,n768,Undirected,e229,,,1
n1516,n586,Undirected,e230,,,1
n1516,n1195,Undirected,e231,,,1
n1516,n1081,Undirected,e232,,,1
n1516,n1427,Undirected,e233,,,2
n1516,n6,Undirected,e234,,,1
n1516,n897,Undirected,e235,,,1
n1516,n555,Undirected,e236,,,1
n1516,n171,Undirected,e237,,,1
n1516,n1250,Undirected,e238,,,1
n1516,n1151,Undirected,e239,,,1
n1516,n503,Undirected,e240,,,1
n1516,n1463,Undirected,e241,,,2
n1516,n1374,Undirected,e242,,,1
n1516,n627,Undirected,e243,,,1
n1516,n1339,Undirected,e244,,,1
n1516,n89,Undirected,e245,,,1
n1516,n1300,Undirected,e246,,,1
n1516,n1491,Undirected,e247,,,2
n1516,n1181,Undirected,e248,,,1
n1516,n1260,Undirected,e249,,,1
n1516,n1428,Undirected,e250,,,2
n1516,n3,Undirected,e251,,,1
n1516,n1056,Undirected,e252,,,1
n1516,n284,Undirected,e253,,,1
n1516,n412,Undirected,e254,,,1
n1516,n1329,Undirected,e255,,,1
n1516,n1218,Undirected,e256,,,1
n1516,n1278,Undirected,e257,,,1
n1516,n83,Undirected,e258,,,1
n1516,n1192,Undirected,e259,,,1
n1516,n858,Undirected,e260,,,1
n1516,n977,Undirected,e261,,,1
n1516,n28,Undirected,e262,,,1
n1516,n1345,Undirected,e263,,,1
n1516,n1219,Undirected,e264,,,1
n1516,n1409,Undirected,e265,,,1
n1516,n987,Undirected,e266,,,1
n1516,n1289,Undirected,e267,,,1
n1516,n23,Undirected,e268,,,1
n1516,n1011,Undirected,e269,,,1
n1516,n410,Undirected,e270,,,1
n1516,n1430,Undirected,e271,,,2
n1516,n1378,Undirected,e272,,,1
n1516,n1299,Undirected,e273,,,1
n1516,n611,Undirected,e274,,,1
n1516,n1387,Undirected,e275,,,1
n1516,n759,Undirected,e276,,,1
n1516,n1382,Undirected,e277,,,1
n1516,n148,Undirected,e278,,,1
n1516,n67,Undirected,e279,,,1
n1516,n1406,Undirected,e280,,,1
n1516,n1086,Undirected,e281,,,1
n1516,n1359,Undirected,e282,,,1
n1516,n1139,Undirected,e283,,,1
n1516,n568,Undirected,e284,,,1
n1516,n1433,Undirected,e285,,,2
n1516,n211,Undirected,e286,,,1
n1516,n981,Undirected,e287,,,1
n1516,n1375,Undirected,e288,,,1
n1516,n73,Undirected,e290,,,1
n1516,n1231,Undirected,e291,,,1
n1516,n1183,Undirected,e292,,,1
n1516,n1334,Undirected,e293,,,1
n1516,n1283,Undirected,e294,,,1
n1516,n914,Undirected,e295,,,1
n1516,n1499,Undirected,e296,,,2
n1516,n162,Undirected,e297,,,1
n1516,n637,Undirected,e298,,,1
n1516,n963,Undirected,e299,,,1
n1516,n1246,Undirected,e300,,,1
n1516,n1262,Undirected,e301,,,1
n1516,n1197,Undirected,e302,,,1
n1516,n666,Undirected,e303,,,1
n1516,n1137,Undirected,e304,,,1
n1516,n854,Undirected,e305,,,1
n1516,n577,Undirected,e306,,,1
n1516,n1343,Undirected,e307,,,1
n1516,n160,Undirected,e308,,,1
n1516,n112,Undirected,e309,,,1
n1516,n1003,Undirected,e310,,,1
n1516,n912,Undirected,e311,,,1
n1516,n1274,Undirected,e312,,,1
n1516,n1029,Undirected,e313,,,1
n1516,n502,Undirected,e314,,,1
n1516,n1505,Undirected,e315,,,2
n1516,n261,Undirected,e316,,,1
n1516,n772,Undirected,e317,,,1
n1516,n1407,Undirected,e318,,,1
n1515,n1416,Undirected,e319,,,2
n1515,n1386,Undirected,e320,,,1
n1515,n984,Undirected,e321,,,1
n1515,n1172,Undirected,e322,,,1
n1515,n467,Undirected,e323,,,1
n1515,n1331,Undirected,e324,,,1
n1515,n255,Undirected,e325,,,1
n1515,n1245,Undirected,e326,,,1
n1515,n44,Undirected,e327,,,1
n1515,n976,Undirected,e328,,,1
n1515,n1476,Undirected,e329,,,2
n1515,n1148,Undirected,e330,,,1
n1515,n1403,Undirected,e331,,,1
n1515,n924,Undirected,e332,,,1
n1515,n606,Undirected,e333,,,1
n1515,n949,Undirected,e334,,,1
n1515,n1251,Undirected,e335,,,1
n1515,n536,Undirected,e336,,,1
n1515,n1291,Undirected,e337,,,1
n1515,n1090,Undirected,e338,,,1
n1515,n495,Undirected,e339,,,1
n1515,n81,Undirected,e340,,,1
n1515,n909,Undirected,e341,,,1
n1515,n1189,Undirected,e342,,,1
n1515,n30,Undirected,e343,,,1
n1515,n405,Undirected,e344,,,1
n1515,n1478,Undirected,e345,,,2
n1515,n1318,Undirected,e346,,,1
n1515,n743,Undirected,e347,,,1
n1515,n285,Undirected,e348,,,1
n1515,n1445,Undirected,e349,,,2
n1515,n1358,Undirected,e350,,,1
n1515,n781,Undirected,e351,,,1
n1515,n609,Undirected,e352,,,1
n1515,n1258,Undirected,e353,,,1
n1515,n1440,Undirected,e354,,,2
n1515,n26,Undirected,e355,,,1
n1515,n1166,Undirected,e356,,,1
n1515,n1266,Undirected,e357,,,1
n1515,n58,Undirected,e358,,,1
n1515,n649,Undirected,e359,,,1
n1515,n1460,Undirected,e360,,,2
n1515,n1252,Undirected,e361,,,1
n1515,n1069,Undirected,e362,,,1
n1515,n1473,Undirected,e363,,,2
n1515,n1443,Undirected,e364,,,2
n1515,n1279,Undirected,e365,,,1
n1515,n1419,Undirected,e366,,,2
n1515,n1248,Undirected,e367,,,1
n1515,n1508,Undirected,e368,,,2
n1515,n741,Undirected,e369,,,1
n1515,n355,Undirected,e370,,,1
n1515,n822,Undirected,e371,,,1
n1515,n174,Undirected,e372,,,1
n1515,n117,Undirected,e373,,,1
n1515,n238,Undirected,e374,,,1
n1515,n508,Undirected,e375,,,1
n1515,n1363,Undirected,e376,,,1
n1515,n1169,Undirected,e377,,,1
n1515,n1221,Undirected,e378,,,1
n1515,n295,Undirected,e379,,,1
n1515,n1503,Undirected,e380,,,2
n1515,n1328,Undirected,e381,,,1
n1515,n877,Undirected,e382,,,1
n1515,n1032,Undirected,e383,,,1
n1515,n409,Undirected,e384,,,1
n1515,n1429,Undirected,e385,,,2
n1515,n1164,Undirected,e386,,,1
n1515,n1186,Undirected,e387,,,1
n1515,n1448,Undirected,e388,,,2
n1515,n1214,Undirected,e389,,,2
n1515,n608,Undirected,e390,,,1
n1515,n461,Undirected,e391,,,1
n1515,n1238,Undirected,e392,,,1
n1515,n1233,Undirected,e393,,,1
n1515,n124,Undirected,e394,,,1
n1515,n1466,Undirected,e395,,,2
n1515,n128,Undirected,e396,,,1
n1515,n1187,Undirected,e397,,,1
n1515,n1254,Undirected,e398,,,1
n1515,n1067,Undirected,e399,,,1
n1515,n1396,Undirected,e400,,,1
n1515,n586,Undirected,e401,,,1
n1515,n1195,Undirected,e402,,,1
n1515,n886,Undirected,e403,,,1
n1515,n859,Undirected,e404,,,1
n1515,n1081,Undirected,e405,,,1
n1515,n1156,Undirected,e406,,,1
n1515,n1232,Undirected,e407,,,1
n1515,n1427,Undirected,e408,,,2
n1515,n6,Undirected,e409,,,1
n1515,n897,Undirected,e410,,,1
n1515,n667,Undirected,e411,,,1
n1515,n1250,Undirected,e412,,,1
n1515,n585,Undirected,e413,,,1
n1515,n1257,Undirected,e414,,,1
n1515,n1140,Undirected,e415,,,1
n1515,n1463,Undirected,e416,,,2
n1515,n627,Undirected,e417,,,1
n1515,n1339,Undirected,e418,,,1
n1515,n1123,Undirected,e419,,,1
n1515,n569,Undirected,e420,,,1
n1515,n1491,Undirected,e421,,,2
n1515,n1181,Undirected,e422,,,1
n1515,n1111,Undirected,e423,,,1
n1515,n836,Undirected,e424,,,1
n1515,n1109,Undirected,e425,,,1
n1515,n1428,Undirected,e426,,,2
n1515,n3,Undirected,e427,,,1
n1515,n1268,Undirected,e428,,,1
n1515,n1056,Undirected,e429,,,1
n1515,n1492,Undirected,e430,,,2
n1515,n965,Undirected,e431,,,1
n1515,n1234,Undirected,e432,,,1
n1515,n1218,Undirected,e433,,,1
n1515,n291,Undirected,e434,,,1
n1515,n159,Undirected,e435,,,1
n1515,n1278,Undirected,e436,,,1
n1515,n83,Undirected,e437,,,1
n1515,n770,Undirected,e438,,,1
n1515,n1400,Undirected,e439,,,1
n1515,n1013,Undirected,e440,,,1
n1515,n1417,Undirected,e441,,,2
n1515,n1293,Undirected,e442,,,1
n1515,n244,Undirected,e443,,,1
n1515,n977,Undirected,e444,,,1
n1515,n1345,Undirected,e445,,,1
n1515,n987,Undirected,e446,,,1
n1515,n1289,Undirected,e447,,,1
n1515,n23,Undirected,e448,,,1
n1515,n237,Undirected,e449,,,1
n1515,n410,Undirected,e450,,,1
n1515,n1378,Undirected,e451,,,1
n1515,n611,Undirected,e452,,,1
n1515,n1230,Undirected,e453,,,1
n1515,n622,Undirected,e454,,,1
n1515,n1387,Undirected,e455,,,1
n1515,n933,Undirected,e456,,,1
n1515,n1256,Undirected,e457,,,1
n1515,n67,Undirected,e458,,,1
n1515,n430,Undirected,e460,,,1
n1515,n1359,Undirected,e461,,,1
n1515,n1139,Undirected,e462,,,1
n1515,n1307,Undirected,e463,,,1
n1515,n396,Undirected,e464,,,1
n1515,n1255,Undirected,e465,,,1
n1515,n1243,Undirected,e466,,,1
n1515,n1173,Undirected,e467,,,1
n1515,n1441,Undirected,e468,,,2
n1515,n211,Undirected,e469,,,1
n1515,n981,Undirected,e470,,,1
n1515,n1231,Undirected,e472,,,1
n1515,n954,Undirected,e473,,,1
n1515,n674,Undirected,e474,,,1
n1515,n1283,Undirected,e475,,,1
n1515,n162,Undirected,e476,,,1
n1515,n1188,Undirected,e477,,,1
n1515,n637,Undirected,e478,,,1
n1515,n963,Undirected,e479,,,1
n1515,n1262,Undirected,e480,,,1
n1515,n720,Undirected,e481,,,1
n1515,n926,Undirected,e482,,,1
n1515,n1137,Undirected,e483,,,1
n1515,n854,Undirected,e484,,,1
n1515,n577,Undirected,e485,,,1
n1515,n160,Undirected,e486,,,1
n1515,n422,Undirected,e487,,,1
n1515,n1303,Undirected,e488,,,1
n1515,n1003,Undirected,e489,,,1
n1515,n1019,Undirected,e490,,,1
n1515,n912,Undirected,e491,,,1
n1515,n1324,Undirected,e492,,,1
n1515,n1407,Undirected,e493,,,1
n1515,n604,Undirected,e494,,,1
n1515,n998,Undirected,e495,,,1
n1514,n983,Undirected,e496,,,1
n1514,n41,Undirected,e497,,,1
n1514,n1050,Undirected,e498,,,1
n1514,n1447,Undirected,e499,,,2
n1514,n1184,Undirected,e500,,,1
n1514,n84,Undirected,e501,,,1
n1514,n816,Undirected,e502,,,1
n1514,n1321,Undirected,e503,,,1
n1514,n281,Undirected,e504,,,1
n1514,n1045,Undirected,e505,,,1
n1514,n4,Undirected,e506,,,1
n1514,n230,Undirected,e507,,,1
n1514,n273,Undirected,e508,,,1
n1514,n341,Undirected,e509,,,1
n1514,n1124,Undirected,e510,,,1
n1514,n771,Undirected,e511,,,1
n1514,n127,Undirected,e512,,,1
n1514,n447,Undirected,e513,,,1
n1514,n504,Undirected,e514,,,1
n1514,n692,Undirected,e515,,,1
n1514,n1317,Undirected,e516,,,1
n1514,n6,Undirected,e517,,,1
n1514,n705,Undirected,e518,,,1
n1514,n171,Undirected,e519,,,1
n1514,n783,Undirected,e520,,,1
n1514,n1088,Undirected,e521,,,1
n1514,n1057,Undirected,e522,,,1
n1514,n1437,Undirected,e523,,,2
n1514,n1111,Undirected,e524,,,1
n1514,n35,Undirected,e525,,,1
n1514,n3,Undirected,e526,,,1
n1514,n596,Undirected,e527,,,1
n1514,n1492,Undirected,e528,,,2
n1514,n1192,Undirected,e529,,,1
n1514,n425,Undirected,e530,,,1
n1514,n1026,Undirected,e531,,,1
n1514,n1011,Undirected,e532,,,1
n1514,n746,Undirected,e533,,,1
n1514,n1146,Undirected,e534,,,1
n1514,n785,Undirected,e535,,,1
n1514,n148,Undirected,e536,,,1
n1514,n840,Undirected,e537,,,1
n1514,n163,Undirected,e538,,,1
n1514,n833,Undirected,e539,,,1
n1514,n650,Undirected,e540,,,1
n1514,n13,Undirected,e541,,,1
n1514,n384,Undirected,e542,,,1
n1514,n12,Undirected,e543,,,1
n1514,n1159,Undirected,e544,,,1
n1514,n662,Undirected,e545,,,1
n1514,n1442,Undirected,e546,,,2
n1514,n172,Undirected,e547,,,1
n1513,n1486,Undirected,e548,,,2
n1513,n830,Undirected,e549,,,1
n1513,n1502,Undirected,e550,,,2
n1513,n415,Undirected,e551,,,1
n1513,n109,Undirected,e552,,,1
n1513,n1497,Undirected,e553,,,2
n1513,n986,Undirected,e554,,,1
n1513,n296,Undirected,e555,,,1
n1513,n413,Undirected,e556,,,1
n1513,n471,Undirected,e557,,,1
n1513,n377,Undirected,e558,,,1
n1513,n27,Undirected,e559,,,1
n1513,n313,Undirected,e560,,,1
n1513,n24,Undirected,e561,,,1
n1513,n34,Undirected,e562,,,1
n1513,n298,Undirected,e563,,,1
n1513,n697,Undirected,e564,,,1
n1513,n43,Undirected,e565,,,1
n1513,n1511,Undirected,e566,,,2
n1513,n304,Undirected,e567,,,1
n1513,n299,Undirected,e568,,,1
n1513,n956,Undirected,e569,,,1
n1513,n300,Undirected,e570,,,1
n1513,n9,Undirected,e571,,,1
n1513,n297,Undirected,e572,,,1
n1513,n267,Undirected,e573,,,1
n1513,n403,Undirected,e574,,,1
n1513,n418,Undirected,e575,,,1
n1513,n560,Undirected,e576,,,1
n1513,n843,Undirected,e577,,,1
n1513,n301,Undirected,e578,,,1
n1512,n255,Undirected,e579,,,1
n1512,n217,Undirected,e580,,,1
n1512,n305,Undirected,e581,,,1
n1512,n1445,Undirected,e582,,,2
n1512,n1358,Undirected,e583,,,1
n1512,n26,Undirected,e584,,,1
n1512,n1508,Undirected,e585,,,2
n1512,n1273,Undirected,e586,,,1
n1512,n1429,Undirected,e587,,,2
n1512,n1455,Undirected,e588,,,2
n1512,n275,Undirected,e589,,,1
n1512,n193,Undirected,e590,,,1
n1512,n768,Undirected,e591,,,1
n1512,n1427,Undirected,e592,,,2
n1512,n424,Undirected,e593,,,1
n1512,n1374,Undirected,e594,,,1
n1512,n1491,Undirected,e595,,,2
n1512,n596,Undirected,e596,,,1
n1512,n1439,Undirected,e597,,,2
n1512,n1192,Undirected,e598,,,1
n1512,n45,Undirected,e599,,,1
n1512,n1467,Undirected,e600,,,2
n1512,n1149,Undirected,e601,,,1
n1512,n1313,Undirected,e602,,,1
n1512,n958,Undirected,e603,,,1
n1512,n222,Undirected,e604,,,1
n1512,n1347,Undirected,e605,,,1
n1511,n1486,Undirected,e606,,,2
n1511,n1493,Undirected,e607,,,2
n1511,n415,Undirected,e608,,,1
n1511,n1497,Undirected,e609,,,2
n1511,n377,Undirected,e610,,,1
n1511,n313,Undirected,e611,,,1
n1511,n697,Undirected,e613,,,1
n1511,n304,Undirected,e614,,,1
n1511,n300,Undirected,e615,,,1
n1511,n9,Undirected,e616,,,1
n1511,n403,Undirected,e617,,,1
n1511,n418,Undirected,e618,,,1
n1510,n1386,Undirected,e619,,,1
n1510,n1117,Undirected,e620,,,1
n1510,n1476,Undirected,e621,,,2
n1510,n1206,Undirected,e622,,,2
n1510,n278,Undirected,e623,,,1
n1510,n1242,Undirected,e624,,,1
n1510,n495,Undirected,e625,,,1
n1510,n81,Undirected,e626,,,1
n1510,n1189,Undirected,e627,,,1
n1510,n405,Undirected,e628,,,1
n1510,n1478,Undirected,e629,,,2
n1510,n285,Undirected,e630,,,1
n1510,n1113,Undirected,e631,,,1
n1510,n1445,Undirected,e632,,,2
n1510,n1286,Undirected,e633,,,1
n1510,n1266,Undirected,e634,,,1
n1510,n58,Undirected,e635,,,1
n1510,n1252,Undirected,e636,,,1
n1510,n1473,Undirected,e637,,,2
n1510,n1421,Undirected,e638,,,2
n1510,n1443,Undirected,e639,,,2
n1510,n126,Undirected,e640,,,1
n1510,n1419,Undirected,e641,,,2
n1510,n623,Undirected,e642,,,1
n1510,n117,Undirected,e643,,,1
n1510,n1363,Undirected,e644,,,1
n1510,n1344,Undirected,e645,,,1
n1510,n1221,Undirected,e646,,,1
n1510,n1503,Undirected,e647,,,2
n1510,n1328,Undirected,e648,,,1
n1510,n1326,Undirected,e649,,,1
n1510,n409,Undirected,e650,,,1
n1510,n461,Undirected,e651,,,1
n1510,n124,Undirected,e652,,,1
n1510,n1216,Undirected,e653,,,1
n1510,n1254,Undirected,e654,,,1
n1510,n1455,Undirected,e655,,,2
n1510,n275,Undirected,e656,,,1
n1510,n586,Undirected,e657,,,1
n1510,n886,Undirected,e658,,,1
n1510,n897,Undirected,e659,,,1
n1510,n171,Undirected,e660,,,1
n1510,n585,Undirected,e661,,,1
n1510,n627,Undirected,e662,,,1
n1510,n89,Undirected,e663,,,1
n1510,n3,Undirected,e664,,,1
n1510,n1278,Undirected,e665,,,1
n1510,n83,Undirected,e666,,,1
n1510,n1417,Undirected,e667,,,2
n1510,n1293,Undirected,e668,,,1
n1510,n760,Undirected,e669,,,1
n1510,n28,Undirected,e670,,,1
n1510,n1219,Undirected,e671,,,1
n1510,n987,Undirected,e672,,,1
n1510,n1289,Undirected,e673,,,1
n1510,n410,Undirected,e674,,,1
n1510,n1378,Undirected,e675,,,1
n1510,n1119,Undirected,e677,,,1
n1510,n933,Undirected,e678,,,1
n1510,n67,Undirected,e679,,,1
n1510,n1359,Undirected,e681,,,1
n1510,n396,Undirected,e682,,,1
n1510,n568,Undirected,e683,,,1
n1510,n1441,Undirected,e684,,,2
n1510,n1173,Undirected,e685,,,1
n1510,n189,Undirected,e686,,,1
n1510,n1499,Undirected,e687,,,2
n1510,n1472,Undirected,e688,,,2
n1510,n666,Undirected,e689,,,1
n1510,n112,Undirected,e691,,,1
n1510,n1506,Undirected,e692,,,2
n1510,n1505,Undirected,e693,,,2
n1510,n261,Undirected,e694,,,1
n1510,n772,Undirected,e695,,,1
n1510,n1407,Undirected,e696,,,1
n1510,n998,Undirected,e697,,,1
n1509,n55,Undirected,e698,,,1
n1509,n1087,Undirected,e699,,,1
n1509,n552,Undirected,e700,,,1
n1509,n670,Undirected,e701,,,1
n1509,n689,Undirected,e702,,,1
n1509,n683,Undirected,e703,,,1
n1509,n878,Undirected,e704,,,1
n1509,n161,Undirected,e705,,,1
n1509,n404,Undirected,e706,,,1
n1509,n155,Undirected,e707,,,1
n1509,n704,Undirected,e708,,,1
n1509,n519,Undirected,e709,,,1
n1509,n295,Undirected,e710,,,1
n1509,n1484,Undirected,e711,,,2
n1509,n762,Undirected,e712,,,1
n1509,n678,Undirected,e713,,,1
n1509,n563,Undirected,e714,,,1
n1509,n1135,Undirected,e715,,,1
n1509,n1170,Undirected,e716,,,1
n1509,n659,Undirected,e717,,,1
n1509,n175,Undirected,e718,,,1
n1509,n557,Undirected,e719,,,1
n1509,n594,Undirected,e720,,,1
n1509,n91,Undirected,e721,,,1
n1509,n138,Undirected,e722,,,1
n1509,n769,Undirected,e723,,,1
